TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Offence Against a Person,2026,2,1,0,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
Offence Against a Person,2026,1,9,0,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
Offence Against a Person,2026,1,28,0,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
Offence Against a Person,2026,1,9,0,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
Offence Against a Person,2026,2,3,0,0,OFFSET TO PROTECT PRIVACY,Arbutus Ridge,0.0,0.0
Offence Against a Person,2026,1,23,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,18,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,29,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,18,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,29,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,31,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,12,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,31,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,23,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,16,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,2,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,2,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,2,8,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,27,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,6,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,2,11,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2026,1,30,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Other Theft,2026,1,7,19,34,10XX ALBERNI ST,West End,491016.9817,5459178.0577
Other Theft,2026,1,24,14,45,10XX ALBERNI ST,West End,491068.6829,5459126.1374
Other Theft,2026,1,6,16,58,10XX ALBERNI ST,West End,491105.086,5459089.581
Other Theft,2026,1,15,16,19,10XX ALBERNI ST,West End,491105.086,5459089.581
Other Theft,2026,2,6,14,20,10XX ALBERNI ST,West End,491105.086,5459089.581
Other Theft,2026,2,3,17,54,10XX ALBERNI ST,West End,491109.9773,5459071.7142
Other Theft,2026,2,5,14,23,10XX BURNABY ST,West End,490475.2858,5458451.3369
Other Theft,2026,1,7,16,18,10XX BURRARD ST,West End,490729.6302,5458622.1395
Other Theft,2026,1,12,5,13,10XX BURRARD ST,West End,490729.6302,5458622.1395
Other Theft,2026,1,23,20,50,10XX BURRARD ST,West End,490729.6302,5458622.1395
Other Theft,2026,2,3,20,6,10XX BURRARD ST,West End,490729.6302,5458622.1395
Offence Against a Person,2026,2,4,0,0,OFFSET TO PROTECT PRIVACY,Killarney,0.0,0.0
Offence Against a Person,2026,1,16,0,0,OFFSET TO PROTECT PRIVACY,Renfrew-Collingwood,0.0,0.0
Other Theft,2026,2,9,17,20,10XX DAVIE ST,West End,490518.0473,5458579.6513
Other Theft,2026,2,11,21,0,10XX DAVIE ST,West End,490548.4111,5458536.8686
Other Theft,2026,1,14,2,4,10XX DAVIE ST,West End,490565.3884,5458520.1278
Other Theft,2026,1,2,20,10,10XX DENMAN ST,West End,489842.0669,5459563.5454
Other Theft,2026,1,20,18,15,10XX DENMAN ST,West End,489875.1091,5459583.5524
Other Theft,2026,2,3,15,42,10XX DENMAN ST,West End,489889.8808,5459598.2665
Other Theft,2026,1,10,14,45,10XX DENMAN ST,West End,489915.8135,5459637.0047
Other Theft,2026,1,2,20,15,10XX DENMAN ST,West End,489919.4242,5459627.6947
Other Theft,2026,1,3,4,30,10XX E 13TH AVE,Mount Pleasant,494001.4287,5456230.1707
Other Theft,2026,1,29,15,42,10XX E 51ST AVE,Sunset,493799.9949,5452309.1238
Other Theft,2026,1,4,5,28,10XX GRANVILLE ST,Central Business District,491016.8336,5458478.6079
Other Theft,2026,2,6,8,49,10XX GRANVILLE ST,Central Business District,491029.6565,5458478.6407
Other Theft,2026,2,9,14,30,10XX GRANVILLE ST,Central Business District,491031.1,5458480.1163
Offence Against a Person,2026,1,3,0,0,OFFSET TO PROTECT PRIVACY,Fairview,0.0,0.0
Offence Against a Person,2026,2,2,0,0,OFFSET TO PROTECT PRIVACY,Shaughnessy,0.0,0.0
Offence Against a Person,2026,1,6,0,0,OFFSET TO PROTECT PRIVACY,South Cambie,0.0,0.0
Offence Against a Person,2026,2,2,0,0,OFFSET TO PROTECT PRIVACY,Oakridge,0.0,0.0
Other Theft,2026,1,14,9,35,10XX MAINLAND ST,Central Business District,491323.2043,5458184.3174
Other Theft,2026,1,16,14,53,10XX MARINASIDE CRES,Central Business District,491403.1077,5457874.1502
Other Theft,2026,1,11,19,0,10XX NELSON ST,West End,490794.8878,5458754.7884
Other Theft,2026,2,4,10,15,10XX PACIFIC ST,West End,490284.2663,5458343.1703
Other Theft,2026,2,11,9,7,10XX QUEBEC ST,Central Business District,492586.915,5458039.8294
Other Theft,2026,2,9,12,48,10XX RICHARDS ST,Central Business District,491186.3607,5458352.1929
Other Theft,2026,1,18,16,59,10XX ROBSON ST,West End,491001.397,5459015.1601
Other Theft,2026,1,15,16,54,10XX ROBSON ST,West End,491003.6991,5459012.8847
Other Theft,2026,1,19,16,36,10XX ROBSON ST,West End,491003.6991,5459012.8847
Other Theft,2026,1,27,19,10,10XX ROBSON ST,West End,491003.6991,5459012.8847
Other Theft,2026,1,28,19,30,10XX ROBSON ST,West End,491003.6991,5459012.8847
Other Theft,2026,1,29,17,41,10XX ROBSON ST,West End,491003.6991,5459012.8847
Other Theft,2026,1,21,19,27,10XX ROBSON ST,West End,491004.2446,5459012.3461
Other Theft,2026,1,19,14,9,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2026,1,31,15,30,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2026,2,8,18,36,10XX ROBSON ST,West End,491004.6735,5459024.7773
Offence Against a Person,2026,2,5,0,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
Offence Against a Person,2026,2,5,0,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
Offence Against a Person,2026,1,9,0,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
Offence Against a Person,2026,1,10,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,10,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,18,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,30,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,17,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Other Theft,2026,1,16,17,0,10XX ROBSON ST,West End,491032.721,5458984.2058
Other Theft,2026,1,17,16,15,10XX ROBSON ST,West End,491032.721,5458984.2058
Other Theft,2026,1,16,17,39,10XX ROBSON ST,West End,491036.3006,5458993.5239
Other Theft,2026,2,5,14,42,10XX ROBSON ST,West End,491044.8469,5458985.0838
Other Theft,2026,1,4,17,31,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,1,18,17,1,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,1,28,17,39,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,2,1,16,17,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,2,9,15,45,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,2,12,12,37,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,1,23,12,0,10XX STATION ST,Strathcona,492788.8423,5458081.2304
Other Theft,2026,1,8,20,0,10XX W 10TH AVE,Fairview,490690.5613,5456645.8543
Other Theft,2026,1,13,10,51,10XX W 57TH AVE,Oakridge,490584.7172,5451838.0068
Other Theft,2026,2,9,14,9,10XX W BROADWAY AVE,Fairview,490669.2388,5456744.2745
Other Theft,2026,1,8,19,30,10XX W BROADWAY AVE,Fairview,490670.584,5456744.2403
Other Theft,2026,1,5,9,19,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2026,1,6,9,34,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2026,1,12,15,16,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2026,1,13,13,50,10XX W HASTINGS ST,Central Business District,491360.4863,5459439.5614
Other Theft,2026,1,16,5,52,10XX W PENDER ST,Central Business District,491366.2987,5459367.0446
Other Theft,2026,1,18,6,30,10XX BURRARD ST,West End,490729.8291,5458622.3417
Other Theft,2026,1,29,9,6,10XX CANADA PL,Central Business District,491492.0426,5459540.3896
Other Theft,2026,2,7,0,58,10XX CANADA PL,Central Business District,491493.3146,5459541.9753
Other Theft,2026,2,12,8,0,10XX CANADA PL,Central Business District,491493.3146,5459541.9753
Other Theft,2026,1,18,16,22,10XX COMMERCIAL DR,Grandview-Woodland,494937.3102,5458068.7044
Other Theft,2026,1,18,19,20,10XX COMMERCIAL DR,Grandview-Woodland,494937.3102,5458068.7044
Other Theft,2026,1,22,20,54,10XX COMMERCIAL DR,Grandview-Woodland,494937.3123,5458068.9084
Other Theft,2026,1,17,19,0,10XX COMMERCIAL DR,Grandview-Woodland,494946.6323,5458086.0449
Other Theft,2026,1,27,13,35,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,4,10,8,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,1,27,20,44,11XX BUTE ST,West End,490347.5963,5458842.9712
Other Theft,2026,2,3,13,40,11XX BUTE ST,West End,490347.5963,5458842.9712
Other Theft,2026,2,12,16,7,11XX BUTE ST,West End,490347.5963,5458842.9712
Other Theft,2026,1,2,12,30,11XX CARDERO ST,West End,489942.1379,5459205.4781
Other Theft,2026,1,5,6,10,11XX DAVIE ST,West End,490302.794,5458784.2103
Other Theft,2026,1,6,2,30,11XX DAVIE ST,West End,490302.794,5458784.2103
Other Theft,2026,1,20,19,54,11XX DAVIE ST,West End,490395.6935,5458702.4941
Other Theft,2026,1,11,18,53,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,1,27,9,16,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,1,12,14,34,10XX HARO ST,West End,490899.2273,5458973.8647
Other Theft,2026,1,9,16,27,10XX HOMER ST,Central Business District,491156.6163,5458191.0832
Other Theft,2026,1,29,16,34,10XX HOMER ST,Central Business District,491156.6163,5458191.0832
Other Theft,2026,1,10,21,21,10XX HOMER ST,Central Business District,491156.6163,5458191.0832
Other Theft,2026,2,9,20,10,10XX HORNBY ST,Central Business District,490813.0864,5458544.3849
Other Theft,2026,1,29,11,30,10XX HOWE ST,Central Business District,490912.2593,5458506.0209
Other Theft,2026,1,5,17,0,10XX JERVIS ST,West End,490345.7755,5459071.016
Other Theft,2026,2,3,11,30,11XX DENMAN ST,West End,489724.5618,5459445.0851
Other Theft,2026,1,28,12,0,11XX DENMAN ST,West End,489764.876,5459472.3674
Other Theft,2026,2,8,9,40,11XX E 33RD AVE,Kensington-Cedar Cottage,494075.0117,5454170.6478
Other Theft,2026,1,17,16,0,11XX GILFORD ST,West End,489692.4397,5459628.0976
Other Theft,2026,1,25,6,33,11XX GRANVILLE ST,Central Business District,490852.4071,5458298.9215
Other Theft,2026,2,5,10,4,11XX GRANVILLE ST,Central Business District,490863.6588,5458323.1988
Other Theft,2026,1,18,16,45,11XX GRANVILLE ST,Central Business District,490889.7633,5458336.4759
Other Theft,2026,1,11,12,0,11XX HOMER ST,Central Business District,491082.9524,5458117.5657
Other Theft,2026,1,11,16,0,11XX HOMER ST,Central Business District,491082.9524,5458117.5657
Other Theft,2026,1,14,14,35,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2026,1,25,16,25,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2026,1,26,9,25,11XX ROBSON ST,West End,490795.0156,5459233.3232
Other Theft,2026,2,9,19,10,11XX ROBSON ST,West End,490795.0156,5459233.3232
Other Theft,2026,1,31,18,5,11XX ROBSON ST,West End,490825.026,5459203.3491
Other Theft,2026,1,22,18,43,11XX ROBSON ST,West End,490842.0725,5459173.3997
Other Theft,2026,1,6,19,34,11XX ROBSON ST,West End,490842.8448,5459185.5519
Other Theft,2026,1,14,14,0,11XX ROBSON ST,West End,490865.5807,5459149.92
Other Theft,2026,1,21,20,13,11XX ROBSON ST,West End,490865.5807,5459149.92
Other Theft,2026,2,10,20,6,11XX ROBSON ST,West End,490865.5807,5459149.92
Other Theft,2026,1,11,11,58,11XX ROBSON ST,West End,490883.7967,5459144.6499
Other Theft,2026,1,13,21,23,11XX ROBSON ST,West End,490909.5334,5459106.0202
Other Theft,2026,1,9,18,6,11XX ROBSON ST,West End,490912.5973,5459102.9607
Other Theft,2026,1,27,17,30,11XX ROBSON ST,West End,490912.5973,5459102.9607
Other Theft,2026,1,26,20,15,11XX SEYMOUR ST,Central Business District,490991.2159,5458304.6172
Other Theft,2026,1,28,10,45,11XX SEYMOUR ST,Central Business District,490995.7136,5458309.0957
Other Theft,2026,1,23,11,0,11XX STATION ST,Strathcona,492837.2067,5458016.8403
Other Theft,2026,1,16,17,37,11XX W 7TH AVE,Fairview,490610.3274,5456940.4798
Other Theft,2026,1,28,5,30,11XX W CORDOVA ST,Central Business District,491291.4889,5459550.2824
Other Theft,2026,2,7,23,37,11XX W CORDOVA ST,Central Business District,491330.0109,5459512.9302
Other Theft,2026,1,2,14,0,11XX W GEORGIA ST,Central Business District,490917.5525,5459358.8318
Other Theft,2026,1,2,22,20,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,1,12,4,56,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,2,8,9,52,12XX BEACH AVE,West End,490015.3204,5458537.2774
Other Theft,2026,1,6,17,27,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2026,1,17,21,55,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2026,1,28,16,50,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2026,2,7,17,45,11XX ALBERNI ST,West End,490918.5751,5459261.0065
Other Theft,2026,1,23,15,20,11XX ALBERNI ST,West End,490951.5114,5459241.8337
Other Theft,2026,1,3,20,49,11XX ALBERNI ST,West End,490952.6266,5459240.7531
Other Theft,2026,2,4,19,50,11XX ALBERNI ST,West End,490952.6266,5459240.7531
Other Theft,2026,1,23,11,41,11XX BURNABY ST,West End,490296.5923,5458630.1312
Other Theft,2026,1,29,11,55,12XX DAVIE ST,West End,490242.6338,5458856.48
Other Theft,2026,1,20,19,55,12XX DAVIE ST,West End,490294.6731,5458805.2139
Other Theft,2026,1,26,20,0,12XX E 13TH AVE,Mount Pleasant,494244.4459,5456218.7587
Other Theft,2026,1,27,12,30,12XX E HASTINGS ST,Strathcona,494251.5982,5458708.5285
Other Theft,2026,1,4,5,3,12XX FRANKLIN ST,Strathcona,494249.5237,5458844.9761
Other Theft,2026,1,2,14,44,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033
Other Theft,2026,1,7,18,35,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033
Other Theft,2026,1,15,19,19,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033
Other Theft,2026,1,25,13,26,12XX GRANVILLE ST,Central Business District,490711.4545,5458168.033
Other Theft,2026,1,12,16,14,12XX GRANVILLE ST,Central Business District,490713.5555,5458170.1883
Other Theft,2026,1,14,18,34,12XX GRANVILLE ST,Central Business District,490713.5555,5458170.1883
Other Theft,2026,1,9,18,0,12XX GRANVILLE ST,Central Business District,490735.5593,5458179.6551
Other Theft,2026,1,1,2,0,12XX GRANVILLE ST,Central Business District,490818.867,5458265.0884
Other Theft,2026,1,30,15,34,12XX HAMILTON ST,Central Business District,490980.1354,5457929.381
Other Theft,2026,1,2,20,20,12XX HAMILTON ST,Central Business District,491059.4872,5458008.4745
Other Theft,2026,1,2,13,40,12XX HOWE ST,Central Business District,490731.1014,5458322.3284
Other Theft,2026,1,2,12,30,12XX HOWE ST,Central Business District,490732.7599,5458323.9894
Other Theft,2026,1,11,9,36,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,1,3,21,28,12XX SEYMOUR ST,Central Business District,490785.5024,5458098.3031
Other Theft,2026,1,24,9,53,12XX SEYMOUR ST,Central Business District,490863.9049,5458177.463
Other Theft,2026,2,9,8,59,12XX W 38TH AVE,Shaughnessy,490350.0685,5453802.1752
Other Theft,2026,1,4,0,0,12XX W 8TH AVE,Fairview,490338.3246,5456863.2309
Other Theft,2026,1,19,2,52,12XX W BROADWAY AVE,Fairview,490326.6692,5456753.3296
Other Theft,2026,1,7,8,0,12XX W BROADWAY AVE,Fairview,490364.6186,5456761.5373
Other Theft,2026,1,4,16,30,13XX BURRARD ST,Central Business District,490465.4923,5458344.5677
Other Theft,2026,1,5,10,0,13XX COTTON DR,Grandview-Woodland,494802.6206,5457765.2543
Other Theft,2026,1,26,10,0,13XX COTTON DR,Grandview-Woodland,494802.6206,5457765.2543
Other Theft,2026,1,27,13,22,13XX E 1ST AVE,Grandview-Woodland,494436.008,5457429.5914
Other Theft,2026,1,26,0,0,13XX E 2ND AVE,Grandview-Woodland,494439.8146,5457339.0477
Other Theft,2026,1,25,20,19,13XX E 8TH AVE,Grandview-Woodland,494401.9637,5456727.4443
Other Theft,2026,2,2,18,10,13XX E BROADWAY AVE,Kensington-Cedar Cottage,494369.5104,5456623.567
Other Theft,2026,1,12,16,0,13XX HORNBY ST,Central Business District,490552.8928,5458278.9709
Other Theft,2026,1,25,22,0,13XX KAMLOOPS ST,Hastings-Sunrise,496026.418,5457795.9908
Other Theft,2026,2,12,7,2,13XX SEYMOUR ST,Central Business District,490781.5759,5458081.3014
Other Theft,2026,1,9,0,0,11XX MELVILLE ST,Central Business District,490982.6079,5459443.7368
Other Theft,2026,1,9,18,28,11XX MELVILLE ST,Central Business District,491076.9743,5459365.1598
Other Theft,2026,1,5,12,57,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,8,19,49,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,10,17,48,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,23,17,13,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,2,3,9,33,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
